word: aalii	start: 1736656680.138134	end: 1736656680.583640
word: hyena	start: 1736658164.216305	end: 1736658165.561852
word: hygge	start: 1736658165.413755	end: 1736658166.187196
word: hyens	start: 1736658164.906924	end: 1736658166.340161
word: hying	start: 1736658165.437962	end: 1736658166.831440
word: hykes	start: 1736658165.562655	end: 1736658166.926993
word: hylas	start: 1736658166.187944	end: 1736658167.560589
word: hyleg	start: 1736658166.341440	end: 1736658167.774514
word: hyles	start: 1736658166.832162	end: 1736658168.228384
word: hylic	start: 1736658166.927683	end: 1736658168.288517
word: hymen	start: 1736658167.561286	end: 1736658168.936438
word: hymns	start: 1736658167.775226	end: 1736658169.227418
word: hynde	start: 1736658168.229117	end: 1736658169.620754
word: hyoid	start: 1736658168.289236	end: 1736658169.664771
word: hyped	start: 1736658168.937209	end: 1736658170.335015
word: hypha	start: 1736658169.665478	end: 1736658170.374362
word: hyper	start: 1736658169.228148	end: 1736658170.680238
word: hyphy	start: 1736658170.335780	end: 1736658170.732628
word: hypes	start: 1736658169.621511	end: 1736658171.014170
word: hythe	start: 1736658171.015225	end: 1736658171.737200
word: hypos	start: 1736658170.375074	end: 1736658171.756137
word: hyson	start: 1736658170.733318	end: 1736658172.101341
word: hyrax	start: 1736658170.681449	end: 1736658172.121857
word: iambi	start: 1736658171.738083	end: 1736658172.443681
word: ibrik	start: 1736658172.102124	end: 1736658172.813843
word: iambs	start: 1736658171.756888	end: 1736658173.100956
word: icers	start: 1736658172.122593	end: 1736658173.556594
word: iched	start: 1736658172.444552	end: 1736658173.821227
word: iches	start: 1736658172.814714	end: 1736658174.170656
word: icier	start: 1736658173.557437	end: 1736658174.310247
word: ichor	start: 1736658173.101784	end: 1736658174.465637
word: icily	start: 1736658173.821937	end: 1736658174.559053
word: icing	start: 1736658174.171448	end: 1736658174.884156
word: icker	start: 1736658174.310880	end: 1736658175.722268
word: ickle	start: 1736658174.466469	end: 1736658175.827417
word: icons	start: 1736658174.559877	end: 1736658175.945846
word: ictic	start: 1736658175.722938	end: 1736658176.138222
word: ictal	start: 1736658174.885144	end: 1736658176.236615
word: ictus	start: 1736658175.828179	end: 1736658177.191637
word: idant	start: 1736658175.946569	end: 1736658177.327013
word: ideal	start: 1736658176.139031	end: 1736658177.549741
word: ideas	start: 1736658176.237427	end: 1736658177.585883
word: idees	start: 1736658177.192375	end: 1736658177.952211
word: idiot	start: 1736658177.586643	end: 1736658178.284079
word: idiom	start: 1736658177.550573	end: 1736658178.294912
word: idled	start: 1736658177.952893	end: 1736658178.690632
word: ident	start: 1736658177.327710	end: 1736658178.721453
word: idler	start: 1736658178.284801	end: 1736658179.634918
word: idles	start: 1736658178.296371	end: 1736658179.707537
word: idola	start: 1736658178.691301	end: 1736658180.032228
word: idols	start: 1736658178.722119	end: 1736658180.092868
word: idyll	start: 1736658179.635678	end: 1736658180.423812
word: idyls	start: 1736658179.708284	end: 1736658181.154350
word: igged	start: 1736658180.424562	end: 1736658181.178577
word: iftar	start: 1736658180.032978	end: 1736658181.377403
word: igapo	start: 1736658180.093550	end: 1736658181.450824
word: igloo	start: 1736658181.155211	end: 1736658181.953314
word: iglus	start: 1736658181.179257	end: 1736658182.530080
word: ihram	start: 1736658181.378045	end: 1736658182.714869
word: ikans	start: 1736658181.451475	end: 1736658182.829837
word: ikats	start: 1736658181.954035	end: 1736658183.401736
word: ileal	start: 1736658182.830633	end: 1736658183.587270
word: ikons	start: 1736658182.531035	end: 1736658183.891699
word: ileac	start: 1736658182.715841	end: 1736658184.044973
word: iliac	start: 1736658183.892342	end: 1736658184.593647
word: iliad	start: 1736658184.045719	end: 1736658184.750425
word: ileum	start: 1736658183.402431	end: 1736658184.811392
word: ileus	start: 1736658183.588184	end: 1736658184.957953
word: ilial	start: 1736658184.594363	end: 1736658184.987552
word: ilium	start: 1736658184.751080	end: 1736658185.451403
word: iller	start: 1736658184.812103	end: 1736658185.595224
word: illth	start: 1736658184.958709	end: 1736658185.770037
word: image	start: 1736658184.988333	end: 1736658186.334374
word: imams	start: 1736658185.596791	end: 1736658186.397917
word: imari	start: 1736658185.770764	end: 1736658186.482620
word: imago	start: 1736658185.452162	end: 1736658186.794201
word: imaum	start: 1736658186.335279	end: 1736658187.079154
word: imide	start: 1736658187.079896	end: 1736658187.784410
word: imbar	start: 1736658186.398703	end: 1736658187.828576
word: imbed	start: 1736658186.483329	end: 1736658187.846788
word: imbue	start: 1736658186.794869	end: 1736658188.138541
word: imido	start: 1736658187.785129	end: 1736658188.490662
word: imine	start: 1736658187.847440	end: 1736658188.552665
word: imids	start: 1736658187.829865	end: 1736658188.561680
word: imino	start: 1736658188.139317	end: 1736658188.832403
word: immit	start: 1736658188.553370	end: 1736658188.945815
word: immix	start: 1736658188.562972	end: 1736658188.964712
word: immew	start: 1736658188.491354	end: 1736658189.273484
word: impis	start: 1736658188.965394	end: 1736658189.708633
word: imped	start: 1736658188.832999	end: 1736658190.191837
word: impel	start: 1736658188.946491	end: 1736658190.320034
word: imply	start: 1736658189.274173	end: 1736658190.637065
word: imshi	start: 1736658190.321060	end: 1736658191.028407
word: impot	start: 1736658189.709261	end: 1736658191.120207
word: impro	start: 1736658190.192443	end: 1736658191.526558
word: inane	start: 1736658191.029042	end: 1736658191.769140
word: imshy	start: 1736658190.637920	end: 1736658191.984375
word: inapt	start: 1736658191.121110	end: 1736658192.512209
word: inarm	start: 1736658191.527254	end: 1736658192.854671
word: inbox	start: 1736658191.770009	end: 1736658193.115478
word: inbye	start: 1736658191.985092	end: 1736658193.313630
word: incel	start: 1736658192.512864	end: 1736658193.909409
word: incle	start: 1736658192.855433	end: 1736658194.198360
word: incog	start: 1736658193.116187	end: 1736658194.474353
word: incur	start: 1736658193.314387	end: 1736658194.665960
word: incus	start: 1736658193.910082	end: 1736658195.356117
word: incut	start: 1736658194.199193	end: 1736658195.565691
word: indew	start: 1736658194.474981	end: 1736658195.857347
word: index	start: 1736658194.666635	end: 1736658196.036538
word: india	start: 1736658195.356830	end: 1736658196.093488
word: indie	start: 1736658195.566524	end: 1736658196.277206
word: indri	start: 1736658196.094148	end: 1736658196.827830
word: indol	start: 1736658195.857996	end: 1736658197.183063
word: indow	start: 1736658196.037299	end: 1736658197.377071
word: indue	start: 1736658196.278000	end: 1736658197.617221
word: inept	start: 1736658196.828451	end: 1736658198.233821
word: inerm	start: 1736658197.183836	end: 1736658198.517767
word: inert	start: 1736658197.377769	end: 1736658198.717149
word: infix	start: 1736658198.234582	end: 1736658198.965734
word: infer	start: 1736658197.617957	end: 1736658198.968149
word: ingan	start: 1736658198.966476	end: 1736658199.746097
word: infos	start: 1736658198.518451	end: 1736658199.858566
word: infra	start: 1736658198.717798	end: 1736658200.051332
word: inion	start: 1736658199.859228	end: 1736658200.248660
word: ingle	start: 1736658198.968850	end: 1736658200.317752
word: ingot	start: 1736658199.746878	end: 1736658201.168164
word: inked	start: 1736658200.051979	end: 1736658201.403193
word: inker	start: 1736658200.249301	end: 1736658201.591464
word: inkle	start: 1736658200.318529	end: 1736658201.669909
word: inned	start: 1736658201.592100	end: 1736658202.347698
word: inner	start: 1736658201.670696	end: 1736658202.425044
word: inlay	start: 1736658201.168884	end: 1736658202.582323
word: innit	start: 1736658202.348738	end: 1736658202.738099
word: inlet	start: 1736658201.403916	end: 1736658202.750367
word: inrun	start: 1736658202.738878	end: 1736658203.478546
word: inorb	start: 1736658202.425871	end: 1736658203.803144
word: input	start: 1736658202.582980	end: 1736658204.001266
word: inset	start: 1736658202.751018	end: 1736658204.101051
word: intil	start: 1736658204.101707	end: 1736658204.805924
word: inspo	start: 1736658203.479231	end: 1736658204.828146
word: intel	start: 1736658203.803860	end: 1736658205.145379
word: inter	start: 1736658204.001962	end: 1736658205.413541
word: intis	start: 1736658204.806684	end: 1736658205.510903
word: intra	start: 1736658204.828783	end: 1736658206.159201
word: intro	start: 1736658205.146006	end: 1736658206.492778
word: inula	start: 1736658205.414218	end: 1736658206.808384
word: inure	start: 1736658205.511642	end: 1736658206.848479
word: inurn	start: 1736658206.159870	end: 1736658206.905943
word: inwit	start: 1736658206.849136	end: 1736658207.552481
word: iodic	start: 1736658206.906549	end: 1736658207.599996
word: inust	start: 1736658206.493450	end: 1736658207.874747
word: iodid	start: 1736658207.553180	end: 1736658207.955587
word: invar	start: 1736658206.809056	end: 1736658208.217617
word: iodin	start: 1736658207.600891	end: 1736658208.317764
word: ionic	start: 1736658207.875457	end: 1736658208.569453
word: ippon	start: 1736658208.218431	end: 1736658209.008812
word: iotas	start: 1736658207.956225	end: 1736658209.289828
word: irade	start: 1736658208.318591	end: 1736658209.650001
word: irids	start: 1736658209.009481	end: 1736658209.747501
word: irate	start: 1736658208.570124	end: 1736658209.897522
word: iring	start: 1736658209.290551	end: 1736658210.001676
word: iroko	start: 1736658209.748437	end: 1736658210.548976
word: irked	start: 1736658209.650776	end: 1736658210.990726
word: irone	start: 1736658209.898702	end: 1736658211.233541
word: irons	start: 1736658210.002329	end: 1736658211.347363
word: isbas	start: 1736658210.991431	end: 1736658211.749378
word: irony	start: 1736658210.549851	end: 1736658211.967384
word: ishes	start: 1736658211.234564	end: 1736658211.974214
word: isles	start: 1736658211.750067	end: 1736658212.488174
word: isled	start: 1736658211.348084	end: 1736658212.719773
word: issei	start: 1736658212.488835	end: 1736658212.868028
word: isnae	start: 1736658211.974916	end: 1736658213.304199
word: islet	start: 1736658211.968324	end: 1736658213.363731
word: issue	start: 1736658212.720513	end: 1736658213.486928
word: istle	start: 1736658212.868745	end: 1736658214.200799
word: itchy	start: 1736658213.304852	end: 1736658214.644957
word: items	start: 1736658213.364421	end: 1736658214.769920
word: ither	start: 1736658213.487635	end: 1736658214.859367
word: ivied	start: 1736658214.201597	end: 1736658214.916491
word: ivies	start: 1736658214.645617	end: 1736658215.356901
word: ixias	start: 1736658214.859999	end: 1736658215.561442
word: ivory	start: 1736658214.770868	end: 1736658216.184931
word: ixnay	start: 1736658214.917163	end: 1736658216.274248
word: ixora	start: 1736658215.357605	end: 1736658216.703614
word: ixtle	start: 1736658215.562183	end: 1736658216.914270
word: izzat	start: 1736658216.704388	end: 1736658217.449672
word: izard	start: 1736658216.185917	end: 1736658217.614826
word: izars	start: 1736658216.274951	end: 1736658217.619737
word: jaaps	start: 1736658216.915399	end: 1736658217.668320
word: jacal	start: 1736658217.615478	end: 1736658218.393191
word: jabot	start: 1736658217.450561	end: 1736658218.774061
word: jacks	start: 1736658217.620356	end: 1736658218.951719
word: jacky	start: 1736658217.669127	end: 1736658219.009129
word: jaded	start: 1736658218.393892	end: 1736658219.173585
word: jaffa	start: 1736658219.009855	end: 1736658219.429290
word: jafas	start: 1736658218.952401	end: 1736658219.698550
word: jagas	start: 1736658219.174287	end: 1736658219.958349
word: jades	start: 1736658218.774763	end: 1736658220.104941
word: jaggs	start: 1736658219.699251	end: 1736658220.450909
word: jaggy	start: 1736658219.959082	end: 1736658220.745038
word: jager	start: 1736658219.429995	end: 1736658220.756574
word: jagra	start: 1736658220.451673	end: 1736658221.184719
word: jagir	start: 1736658220.105761	end: 1736658221.429749
word: jaker	start: 1736658220.757218	end: 1736658222.082868
word: jails	start: 1736658220.746510	end: 1736658222.144342
word: jakes	start: 1736658221.185452	end: 1736658222.514476
word: jakey	start: 1736658221.430478	end: 1736658222.782058
word: jalap	start: 1736658222.083622	end: 1736658222.834467
word: jalop	start: 1736658222.145085	end: 1736658223.543095
word: jambe	start: 1736658222.515164	end: 1736658223.855837
word: jambo	start: 1736658222.782722	end: 1736658224.136714
word: jambs	start: 1736658222.835412	end: 1736658224.190129
word: jammy	start: 1736658224.137476	end: 1736658224.913582
word: jambu	start: 1736658223.543895	end: 1736658224.933768
word: james	start: 1736658223.856477	end: 1736658225.187009
word: jamon	start: 1736658224.190792	end: 1736658225.536230
word: janns	start: 1736658224.934474	end: 1736658225.711674
word: janny	start: 1736658225.187924	end: 1736658225.942497
word: janes	start: 1736658224.915237	end: 1736658226.277781
word: japan	start: 1736658225.712617	end: 1736658226.487839
word: janty	start: 1736658225.536902	end: 1736658226.886779
word: japed	start: 1736658225.943282	end: 1736658227.279316
word: japer	start: 1736658226.278459	end: 1736658227.610370
word: japes	start: 1736658226.488469	end: 1736658227.895801
word: jarks	start: 1736658226.887562	end: 1736658228.228023
word: jarls	start: 1736658227.280077	end: 1736658228.611872
word: jarta	start: 1736658227.896508	end: 1736658228.673832
word: jarps	start: 1736658227.611074	end: 1736658228.963948
word: jarul	start: 1736658228.228673	end: 1736658229.562441
word: jasps	start: 1736658228.964643	end: 1736658229.737407
word: jasey	start: 1736658228.612629	end: 1736658229.945236
word: jaspe	start: 1736658228.674590	end: 1736658230.044826
word: jatos	start: 1736658229.563131	end: 1736658230.899285
word: jauks	start: 1736658229.738105	end: 1736658231.102858
word: jaunt	start: 1736658229.945928	end: 1736658231.273161
word: jaups	start: 1736658230.045666	end: 1736658231.433459
word: javas	start: 1736658230.899983	end: 1736658231.653807
word: jawan	start: 1736658231.273831	end: 1736658232.019744
word: javel	start: 1736658231.103648	end: 1736658232.476652
word: jazzy	start: 1736658232.020621	end: 1736658232.778658
word: jawed	start: 1736658231.434214	end: 1736658232.810091
word: jaxie	start: 1736658231.654509	end: 1736658232.987856
word: jebel	start: 1736658232.810783	end: 1736658233.586157
word: jeans	start: 1736658232.477409	end: 1736658233.793398
word: jeats	start: 1736658232.779377	end: 1736658234.086324
word: jedis	start: 1736658232.988595	end: 1736658234.313686
word: jeels	start: 1736658233.587045	end: 1736658234.347631
word: jeely	start: 1736658233.794098	end: 1736658234.536644
word: jeeze	start: 1736658234.348388	end: 1736658234.813859
word: jeeps	start: 1736658234.087052	end: 1736658234.826321
word: jeers	start: 1736658234.314316	end: 1736658235.050354
word: jefes	start: 1736658234.537458	end: 1736658235.274636
word: jeffs	start: 1736658234.814637	end: 1736658235.599985
word: jehad	start: 1736658234.826999	end: 1736658236.148408
word: jehus	start: 1736658235.051047	end: 1736658236.377615
word: jello	start: 1736658235.600713	end: 1736658236.386250
word: jelab	start: 1736658235.275290	end: 1736658236.594991
word: jells	start: 1736658236.149118	end: 1736658236.901966
word: jelly	start: 1736658236.378366	end: 1736658237.127343
word: jembe	start: 1736658236.386903	end: 1736658237.172456
word: jemmy	start: 1736658236.595801	end: 1736658237.350017
word: jenny	start: 1736658236.902843	end: 1736658237.666357
word: jeons	start: 1736658237.128030	end: 1736658238.475723
word: jerid	start: 1736658237.173208	end: 1736658238.556618
word: jerks	start: 1736658237.350955	end: 1736658238.682807
word: jesse	start: 1736658238.557240	end: 1736658238.991070
word: jerky	start: 1736658237.667062	end: 1736658239.015001
word: jerry	start: 1736658238.476389	end: 1736658239.256729
word: jests	start: 1736658238.683507	end: 1736658239.445354
word: jetes	start: 1736658239.015862	end: 1736658239.746579
word: jesus	start: 1736658238.991753	end: 1736658239.768036
word: jetty	start: 1736658239.446031	end: 1736658240.214405
word: jeune	start: 1736658239.747333	end: 1736658240.491746
word: jewed	start: 1736658239.768762	end: 1736658240.540540
word: jeton	start: 1736658239.257458	end: 1736658240.613046
word: jewel	start: 1736658240.215067	end: 1736658240.978714
word: jewie	start: 1736658240.492476	end: 1736658241.244915
word: jhala	start: 1736658240.541253	end: 1736658241.330562
word: jibba	start: 1736658240.979458	end: 1736658241.731719
word: jiaos	start: 1736658240.613863	end: 1736658241.943448
word: jibbs	start: 1736658241.245621	end: 1736658242.009810
word: jibed	start: 1736658241.331813	end: 1736658242.733320
word: jiffs	start: 1736658242.010514	end: 1736658242.757873
word: jiber	start: 1736658241.732641	end: 1736658243.069069
word: jibes	start: 1736658241.944301	end: 1736658243.291397
word: jiggy	start: 1736658242.758674	end: 1736658243.517216
word: jiffy	start: 1736658242.734119	end: 1736658243.519873
word: jills	start: 1736658243.518099	end: 1736658244.271093
word: jigot	start: 1736658243.069789	end: 1736658244.387193
word: jihad	start: 1736658243.292105	end: 1736658244.621654
word: jilts	start: 1736658243.520682	end: 1736658244.923047
word: jimmy	start: 1736658244.271776	end: 1736658245.027101
word: jimpy	start: 1736658244.387982	end: 1736658245.733561
word: jinne	start: 1736658245.027840	end: 1736658245.783825
word: jingo	start: 1736658244.622398	end: 1736658245.978656
word: jinni	start: 1736658245.734374	end: 1736658246.151282
word: jinks	start: 1736658244.923713	end: 1736658246.347980
word: jinns	start: 1736658245.784602	end: 1736658246.541408
word: jirre	start: 1736658246.348694	end: 1736658247.127435
word: jisms	start: 1736658246.542145	end: 1736658247.303983
word: jirds	start: 1736658245.979365	end: 1736658247.345220
word: jirga	start: 1736658246.152047	end: 1736658247.478531
word: jived	start: 1736658247.128154	end: 1736658248.523046
word: jiver	start: 1736658247.304748	end: 1736658248.630594
word: jives	start: 1736658247.345955	end: 1736658248.665026
word: jivey	start: 1736658247.479274	end: 1736658248.801719
word: jnana	start: 1736658248.523755	end: 1736658248.956948
word: jocko	start: 1736658248.802720	end: 1736658249.539057
word: jobed	start: 1736658248.631618	end: 1736658249.974781
word: jobes	start: 1736658248.665739	end: 1736658250.017356
word: jocks	start: 1736658248.957682	end: 1736658250.364432
word: jocos	start: 1736658249.975519	end: 1736658250.717803
word: jocky	start: 1736658249.539790	end: 1736658250.894862
word: jodel	start: 1736658250.018284	end: 1736658251.357695
word: joeys	start: 1736658250.365419	end: 1736658251.771578
word: johns	start: 1736658250.718454	end: 1736658252.054455
word: joins	start: 1736658250.895587	end: 1736658252.227742
word: joint	start: 1736658251.358452	end: 1736658252.705855
word: joist	start: 1736658251.772247	end: 1736658253.177908
word: joked	start: 1736658252.055313	end: 1736658253.397139
word: joker	start: 1736658252.228358	end: 1736658253.552289
word: jokes	start: 1736658252.706553	end: 1736658254.034818
word: jokol	start: 1736658253.397913	end: 1736658254.133458
word: jokey	start: 1736658253.178517	end: 1736658254.577855
word: joled	start: 1736658253.553084	end: 1736658254.873671
word: jolls	start: 1736658254.134139	end: 1736658254.878464
word: jolly	start: 1736658254.578537	end: 1736658255.354493
word: joles	start: 1736658254.035528	end: 1736658255.355407
word: jomos	start: 1736658255.356055	end: 1736658256.096104
word: jomon	start: 1736658255.355267	end: 1736658256.114209
word: jolts	start: 1736658254.874371	end: 1736658256.189020
word: jolty	start: 1736658254.879121	end: 1736658256.199958
word: jooks	start: 1736658256.200606	end: 1736658256.932431
word: jones	start: 1736658256.096785	end: 1736658257.408211
word: jongs	start: 1736658256.114837	end: 1736658257.496180
word: jonty	start: 1736658256.189715	end: 1736658257.506147
word: joram	start: 1736658256.933049	end: 1736658258.236954
word: jotty	start: 1736658257.506808	end: 1736658258.256279
word: jorum	start: 1736658257.408867	end: 1736658258.719589
word: jotas	start: 1736658257.496974	end: 1736658258.873331
word: joual	start: 1736658258.256947	end: 1736658259.565624
word: jotun	start: 1736658258.237688	end: 1736658259.571182
word: jougs	start: 1736658258.720336	end: 1736658260.058525
word: jouks	start: 1736658258.874088	end: 1736658260.280774
word: joule	start: 1736658259.566327	end: 1736658260.893312
word: jours	start: 1736658259.571873	end: 1736658260.908172
word: joust	start: 1736658260.059349	end: 1736658261.401578
word: jowar	start: 1736658260.282046	end: 1736658261.678339
word: jowed	start: 1736658260.893975	end: 1736658262.234186
word: jowls	start: 1736658260.908742	end: 1736658262.249546
word: jowly	start: 1736658261.402528	end: 1736658262.756367
word: joyed	start: 1736658261.678947	end: 1736658263.066731
word: jubes	start: 1736658262.250226	end: 1736658263.579217
word: jubas	start: 1736658262.235197	end: 1736658263.579721
word: jucos	start: 1736658262.757019	end: 1736658264.094392
word: judas	start: 1736658263.067409	end: 1736658264.446427
word: judge	start: 1736658263.579926	end: 1736658264.933634
word: judgy	start: 1736658263.580902	end: 1736658264.982383
word: judos	start: 1736658264.095083	end: 1736658265.445912
word: jugum	start: 1736658264.934518	end: 1736658265.688923
word: jugal	start: 1736658264.447115	end: 1736658265.840385
word: jujus	start: 1736658265.689720	end: 1736658266.077927
word: juice	start: 1736658264.983043	end: 1736658266.351365
word: juicy	start: 1736658265.446643	end: 1736658266.784745
word: jukus	start: 1736658266.352163	end: 1736658267.102418
word: juked	start: 1736658265.840966	end: 1736658267.216289
word: jukes	start: 1736658266.078604	end: 1736658267.404822
word: julep	start: 1736658266.785508	end: 1736658268.116624
word: jumar	start: 1736658267.103140	end: 1736658268.443822
word: jumbo	start: 1736658267.216920	end: 1736658268.584613
word: jumby	start: 1736658267.405456	end: 1736658268.744408
word: jumps	start: 1736658268.117248	end: 1736658269.455456
word: jumpy	start: 1736658268.444490	end: 1736658269.804545
word: junco	start: 1736658268.585263	end: 1736658269.968682
word: junks	start: 1736658268.745127	end: 1736658270.084833
word: junky	start: 1736658269.456187	end: 1736658270.820375
word: junta	start: 1736658269.805239	end: 1736658271.151318
word: junto	start: 1736658269.969546	end: 1736658271.358661
word: jupes	start: 1736658270.085536	end: 1736658271.436626
word: jupon	start: 1736658270.821058	end: 1736658272.203753
word: jural	start: 1736658271.152171	end: 1736658272.502631
word: jurat	start: 1736658271.359358	end: 1736658272.744960
word: jurel	start: 1736658271.437321	end: 1736658272.779939
word: juror	start: 1736658272.503415	end: 1736658273.258593
word: justs	start: 1736658272.745648	end: 1736658273.539264
word: jures	start: 1736658272.204447	end: 1736658273.593703
word: jutty	start: 1736658273.259353	end: 1736658274.028673
word: jutes	start: 1736658272.780631	end: 1736658274.133628
word: kaama	start: 1736658274.029421	end: 1736658274.479915
word: kabab	start: 1736658274.134327	end: 1736658274.557678
word: juvie	start: 1736658273.594425	end: 1736658274.950559
word: juves	start: 1736658273.540479	end: 1736658274.951113
word: kabar	start: 1736658274.480871	end: 1736658275.228779
word: kabob	start: 1736658274.558394	end: 1736658275.334309
word: kacks	start: 1736658274.951672	end: 1736658275.686800
word: kacha	start: 1736658274.951263	end: 1736658275.706287
word: kadai	start: 1736658275.229456	end: 1736658275.982664
word: kades	start: 1736658275.335228	end: 1736658276.688994
word: kafir	start: 1736658275.706992	end: 1736658277.054233
word: kadis	start: 1736658275.687512	end: 1736658277.102164
word: kagos	start: 1736658275.983425	end: 1736658277.319614
word: kaiak	start: 1736658277.102844	end: 1736658277.508253
word: kahal	start: 1736658277.055048	end: 1736658277.803877
word: kagus	start: 1736658276.689683	end: 1736658278.042787
word: kaika	start: 1736658278.043525	end: 1736658278.432241
word: kaids	start: 1736658277.320398	end: 1736658278.662943
word: kaies	start: 1736658277.509062	end: 1736658278.905740
word: kaiks	start: 1736658278.432999	end: 1736658279.145517
word: kaifs	start: 1736658277.804661	end: 1736658279.161836
word: kails	start: 1736658278.663681	end: 1736658280.011518
word: kaims	start: 1736658278.906505	end: 1736658280.319459
word: kakas	start: 1736658280.012203	end: 1736658280.396181
word: kaing	start: 1736658279.146186	end: 1736658280.482136
word: kains	start: 1736658279.162516	end: 1736658280.521582
word: kakis	start: 1736658280.320517	end: 1736658281.062480
word: kalam	start: 1736658280.396903	end: 1736658281.143952
word: kales	start: 1736658280.483144	end: 1736658281.831013
word: kalif	start: 1736658280.522377	end: 1736658281.856886
word: kalpa	start: 1736658281.144708	end: 1736658281.888173
word: kalis	start: 1736658281.063129	end: 1736658282.467622
word: kamik	start: 1736658281.888830	end: 1736658282.582156
word: kamas	start: 1736658281.832160	end: 1736658282.585463
word: kames	start: 1736658281.857661	end: 1736658283.197535
word: kanae	start: 1736658282.586089	end: 1736658283.338274
word: kamme	start: 1736658282.582883	end: 1736658283.339415
word: kamis	start: 1736658282.468398	end: 1736658283.891097
word: kanas	start: 1736658283.198249	end: 1736658283.956611
word: kaneh	start: 1736658283.339998	end: 1736658284.673248
word: kandy	start: 1736658283.339030	end: 1736658284.704791
word: kanga	start: 1736658283.957343	end: 1736658284.705021
word: kanes	start: 1736658283.891793	end: 1736658285.296703
word: kangs	start: 1736658284.673986	end: 1736658286.022583
word: kants	start: 1736658284.705603	end: 1736658286.073891
word: kanji	start: 1736658284.705698	end: 1736658286.079679
word: kanzu	start: 1736658285.297593	end: 1736658286.691941
word: kapas	start: 1736658286.074606	end: 1736658286.823238
word: kaons	start: 1736658286.023276	end: 1736658287.358534
word: kaphs	start: 1736658286.080446	end: 1736658287.416539
word: kapok	start: 1736658286.692609	end: 1736658287.421943
word: kappa	start: 1736658287.359212	end: 1736658287.774403
word: kapow	start: 1736658286.823834	end: 1736658288.155858
word: karas	start: 1736658287.775089	end: 1736658288.514370
word: kapus	start: 1736658287.417389	end: 1736658288.747540
word: kaput	start: 1736658287.422621	end: 1736658288.828376
word: karat	start: 1736658288.156546	end: 1736658288.906961
word: karks	start: 1736658288.515061	end: 1736658289.219512
word: karma	start: 1736658288.748189	end: 1736658289.504899
word: karoo	start: 1736658288.907662	end: 1736658289.673432
word: karns	start: 1736658288.829691	end: 1736658290.244359
word: karri	start: 1736658289.505539	end: 1736658290.266606
word: karos	start: 1736658289.220201	end: 1736658290.549372
word: karst	start: 1736658289.674218	end: 1736658291.019938
word: karts	start: 1736658290.267493	end: 1736658291.615357
word: karsy	start: 1736658290.245058	end: 1736658291.661289
word: kasha	start: 1736658291.020673	end: 1736658291.776270
word: karzy	start: 1736658290.550081	end: 1736658291.905691
word: katal	start: 1736658291.661986	end: 1736658292.443013
word: katas	start: 1736658291.777005	end: 1736658292.539379
word: kasme	start: 1736658291.616142	end: 1736658292.961681
word: katti	start: 1736658292.443738	end: 1736658293.241323
word: katis	start: 1736658291.906349	end: 1736658293.243843
word: kaugh	start: 1736658292.540088	end: 1736658293.890657
word: kauru	start: 1736658293.242011	end: 1736658294.026403
word: kauri	start: 1736658292.962322	end: 1736658294.290354
word: kaury	start: 1736658293.244488	end: 1736658294.583573
word: kaval	start: 1736658293.891318	end: 1736658294.634500
word: kavas	start: 1736658294.027122	end: 1736658294.803109
word: kawas	start: 1736658294.291033	end: 1736658295.041835
word: kayak	start: 1736658294.803892	end: 1736658295.209430
word: kawau	start: 1736658294.584222	end: 1736658295.335332
word: kawed	start: 1736658294.635306	end: 1736658295.984179
word: kayle	start: 1736658295.042527	end: 1736658296.392702
word: kayos	start: 1736658295.210171	end: 1736658296.631884
word: kazis	start: 1736658295.336092	end: 1736658296.690266
word: kazoo	start: 1736658295.984994	end: 1736658296.759730
word: kebab	start: 1736658296.632661	end: 1736658297.413193
word: kebob	start: 1736658296.760545	end: 1736658297.511879
word: kbars	start: 1736658296.393349	end: 1736658297.750063
word: kebar	start: 1736658296.690952	end: 1736658298.026420
word: kecks	start: 1736658297.413986	end: 1736658298.150213
word: kedge	start: 1736658297.512549	end: 1736658298.271194
word: keeks	start: 1736658298.271923	end: 1736658298.660389
word: keech	start: 1736658298.027095	end: 1736658298.781356
word: keefs	start: 1736658298.150896	end: 1736658298.945742
word: kedgy	start: 1736658297.750777	end: 1736658299.112496
word: keels	start: 1736658298.661135	end: 1736658299.416521
word: keema	start: 1736658298.782171	end: 1736658299.528555
word: keeno	start: 1736658298.946455	end: 1736658299.722122
word: keens	start: 1736658299.113219	end: 1736658299.869700
word: keeps	start: 1736658299.417332	end: 1736658300.176963
word: keeve	start: 1736658299.722839	end: 1736658300.212849
word: keets	start: 1736658299.529308	end: 1736658300.272525
word: kelep	start: 1736658300.273178	end: 1736658301.030331
word: kefir	start: 1736658299.870588	end: 1736658301.216689
word: kehua	start: 1736658300.177649	end: 1736658301.514099
word: keirs	start: 1736658300.213553	end: 1736658301.634015
word: kells	start: 1736658301.217488	end: 1736658301.974535
word: kelly	start: 1736658301.514889	end: 1736658302.270598
word: kelim	start: 1736658301.031511	end: 1736658302.367183
word: kelps	start: 1736658301.634744	end: 1736658303.045556
word: kelpy	start: 1736658301.975195	end: 1736658303.327637
word: kelts	start: 1736658302.271437	end: 1736658303.627362
word: kelty	start: 1736658302.368151	end: 1736658303.708520
word: kembo	start: 1736658303.046249	end: 1736658304.468889
