word: pared	start: 1736666369.940981	end: 1736666370.512906
word: golem	start: 1736667793.434353	end: 1736667793.970869
word: forza	start: 1736667793.970894	end: 1736667794.513099
word: grits	start: 1736667794.513121	end: 1736667795.038494
word: bushy	start: 1736667795.038518	end: 1736667795.578379
word: femur	start: 1736667795.578400	end: 1736667796.122958
word: credo	start: 1736667796.122980	end: 1736667796.653307
word: trike	start: 1736667796.653330	end: 1736667797.184713
word: prana	start: 1736667797.184734	end: 1736667797.491399
word: peels	start: 1736667797.491420	end: 1736667797.785453
word: pikes	start: 1736667797.785477	end: 1736667798.318718
word: alibi	start: 1736667798.318742	end: 1736667798.628358
word: eaves	start: 1736667798.628380	end: 1736667798.921796
word: moans	start: 1736667798.921817	end: 1736667799.449401
word: avast	start: 1736667799.449423	end: 1736667799.736044
word: rafts	start: 1736667799.736070	end: 1736667800.281398
word: miter	start: 1736667800.281419	end: 1736667800.814284
word: slugs	start: 1736667800.814309	end: 1736667801.101950
word: zacks	start: 1736667801.101974	end: 1736667801.644331
word: goers	start: 1736667801.644351	end: 1736667802.180410
word: odeon	start: 1736667802.180432	end: 1736667802.463495
word: zippy	start: 1736667802.463518	end: 1736667802.768588
word: mists	start: 1736667802.768609	end: 1736667803.067373
word: fleck	start: 1736667803.067395	end: 1736667803.612975
word: fared	start: 1736667803.612998	end: 1736667804.152671
word: joked	start: 1736667804.152693	end: 1736667804.689643
word: degas	start: 1736667804.689666	end: 1736667805.232232
word: nicol	start: 1736667805.232254	end: 1736667805.764901
word: twigs	start: 1736667805.764923	end: 1736667806.312863
word: salvo	start: 1736667806.312883	end: 1736667806.851863
word: capes	start: 1736667806.851884	end: 1736667807.390426
word: dewar	start: 1736667807.390449	end: 1736667807.941098
word: dimer	start: 1736667807.941119	end: 1736667808.478120
word: bruin	start: 1736667808.478142	end: 1736667809.019375
word: minas	start: 1736667809.019399	end: 1736667809.553553
word: decaf	start: 1736667809.553574	end: 1736667810.090816
word: thump	start: 1736667810.090837	end: 1736667810.635972
word: papas	start: 1736667810.635995	end: 1736667810.797755
word: snark	start: 1736667810.797780	end: 1736667811.328897
word: divan	start: 1736667811.328919	end: 1736667811.871524
word: inept	start: 1736667811.871551	end: 1736667812.411114
word: lifes	start: 1736667812.411136	end: 1736667812.944515
word: sully	start: 1736667812.944536	end: 1736667813.245790
word: chard	start: 1736667813.245811	end: 1736667813.790643
word: slits	start: 1736667813.790666	end: 1736667814.077244
word: ragga	start: 1736667814.077266	end: 1736667814.243523
word: fader	start: 1736667814.243545	end: 1736667814.783856
word: brash	start: 1736667814.783877	end: 1736667815.322347
word: growl	start: 1736667815.322370	end: 1736667815.855002
word: larva	start: 1736667815.855023	end: 1736667816.153818
word: epics	start: 1736667816.153850	end: 1736667816.689176
word: bouts	start: 1736667816.689199	end: 1736667817.221507
word: squaw	start: 1736667817.221527	end: 1736667817.764999
word: slums	start: 1736667817.765022	end: 1736667818.056328
word: desex	start: 1736666369.940841	end: 1736666370.274376
word: frorn	start: 1736666370.274503	end: 1736666370.573689
word: fifis	start: 1736666370.573710	end: 1736666370.732662
word: uncia	start: 1736666370.732684	end: 1736666371.272823
word: lazzo	start: 1736666371.272847	end: 1736666371.599337
word: vibex	start: 1736666371.599364	end: 1736666372.163589
word: moner	start: 1736666372.163606	end: 1736666372.712921
word: bikie	start: 1736666372.712950	end: 1736666373.026987
word: boohs	start: 1736666373.027008	end: 1736666373.328194
word: scail	start: 1736666373.328216	end: 1736666373.865727
word: rowie	start: 1736666373.865749	end: 1736666374.424968
word: gipon	start: 1736666374.424992	end: 1736666374.970653
word: lenos	start: 1736666374.970674	end: 1736666375.514226
word: topek	start: 1736666375.514249	end: 1736666376.076356
word: hauld	start: 1736666376.076377	end: 1736666376.629497
word: dopas	start: 1736666376.629524	end: 1736666377.164757
word: kempy	start: 1736666377.164778	end: 1736666377.727872
word: rared	start: 1736666377.727893	end: 1736666378.022886
word: sycon	start: 1736666378.022907	end: 1736666378.567355
word: grith	start: 1736666378.567377	end: 1736666379.121636
word: parev	start: 1736666379.121661	end: 1736666379.676815
word: biled	start: 1736666379.676836	end: 1736666380.221597
word: tardo	start: 1736666380.221620	end: 1736666380.775062
word: nagor	start: 1736666380.775086	end: 1736666381.319489
word: ummed	start: 1736666381.319512	end: 1736666381.618662
word: ameba	start: 1736666381.618683	end: 1736666381.918460
word: jucos	start: 1736666381.918486	end: 1736666382.452554
word: exuls	start: 1736666382.452576	end: 1736666382.999636
word: speal	start: 1736666382.999658	end: 1736666383.551006
word: mobes	start: 1736666383.551027	end: 1736666384.088820
word: blert	start: 1736666384.088840	end: 1736666384.622515
word: taros	start: 1736666384.622537	end: 1736666385.161562
word: coits	start: 1736666385.161594	end: 1736666385.690404
word: kibei	start: 1736666385.690425	end: 1736666385.987798
word: nudzh	start: 1736666385.987819	end: 1736666386.549840
word: reive	start: 1736666386.549864	end: 1736666386.852082
word: spiry	start: 1736666386.852105	end: 1736666387.389104
word: isbas	start: 1736666387.389125	end: 1736666387.681220
word: glugs	start: 1736666387.681241	end: 1736666387.978231
word: vaded	start: 1736666387.978258	end: 1736666388.287594
word: yiked	start: 1736666388.287614	end: 1736666388.835741
word: araks	start: 1736666388.835764	end: 1736666389.134470
word: enows	start: 1736666389.134494	end: 1736666389.667398
word: ryked	start: 1736666389.667419	end: 1736666390.215575
word: moove	start: 1736666390.215604	end: 1736666390.522300
word: pyxie	start: 1736666390.522327	end: 1736666391.072475
word: alate	start: 1736666391.072496	end: 1736666391.360846
word: parae	start: 1736666391.360867	end: 1736666391.660602
word: fritt	start: 1736666391.660623	end: 1736666391.961863
word: trooz	start: 1736666391.961893	end: 1736666392.275876
word: vauts	start: 1736666392.275899	end: 1736666392.819713
word: mudir	start: 1736666392.819735	end: 1736666393.356302
word: voled	start: 1736666393.356323	end: 1736666393.909184
word: roily	start: 1736666393.909206	end: 1736666394.447964
word: aloin	start: 1736666394.447986	end: 1736666394.990251
word: amowt	start: 1736666394.990274	end: 1736666395.528858
word: tuyer	start: 1736666395.528887	end: 1736666396.067491
word: stook	start: 1736666396.067513	end: 1736666396.363677
word: kumys	start: 1736666396.363701	end: 1736666396.910903
word: gecks	start: 1736666396.910925	end: 1736666397.454737
word: bigha	start: 1736666397.454759	end: 1736666398.006805
word: kieve	start: 1736666398.006828	end: 1736666398.311737
word: mumsy	start: 1736666398.311766	end: 1736666398.601979
word: undam	start: 1736666398.601999	end: 1736666399.138043
word: locis	start: 1736666399.138065	end: 1736666399.677205
word: doums	start: 1736666399.677226	end: 1736666400.212602
word: yewen	start: 1736666400.212640	end: 1736666400.518216
word: breid	start: 1736666400.518239	end: 1736666401.064892
word: esnes	start: 1736666401.064915	end: 1736666401.231736
word: welks	start: 1736666401.231759	end: 1736666401.772611
word: souct	start: 1736666401.772637	end: 1736666402.307456
word: sargo	start: 1736666402.307478	end: 1736666402.852135
word: snirt	start: 1736666402.852156	end: 1736666403.384125
word: laevo	start: 1736666403.384147	end: 1736666403.932901
word: spims	start: 1736666403.932925	end: 1736666404.224873
word: ixtle	start: 1736666404.224897	end: 1736666404.762488
word: dorba	start: 1736666404.762521	end: 1736666405.295643
word: visie	start: 1736666405.295664	end: 1736666405.602638
word: eyrir	start: 1736666405.602659	end: 1736666405.902522
word: jukus	start: 1736666405.902543	end: 1736666406.196594
word: voddy	start: 1736666406.196618	end: 1736666406.504475
word: flota	start: 1736666406.504495	end: 1736666407.046647
word: skelp	start: 1736666407.046669	end: 1736666407.581813
word: runty	start: 1736666407.581836	end: 1736666408.123638
word: lauan	start: 1736666408.123659	end: 1736666408.431509
word: slily	start: 1736666408.431535	end: 1736666408.731699
word: yesty	start: 1736666408.731721	end: 1736666409.020618
word: bhats	start: 1736666409.020639	end: 1736666409.554106
word: flane	start: 1736666409.554127	end: 1736666410.100520
word: tawai	start: 1736666410.100546	end: 1736666410.405726
word: aspie	start: 1736666410.405748	end: 1736666410.936076
word: blats	start: 1736666410.936097	end: 1736666411.468738
word: muils	start: 1736666411.468758	end: 1736666412.011077
word: dhals	start: 1736666412.011098	end: 1736666412.545215
word: melic	start: 1736666412.545237	end: 1736666413.096658
word: seeld	start: 1736666413.096679	end: 1736666413.395341
word: beedi	start: 1736666413.395363	end: 1736666413.701049
word: pendu	start: 1736666413.701071	end: 1736666414.249403
word: venin	start: 1736666414.249424	end: 1736666414.564839
word: emeus	start: 1736666414.564863	end: 1736666414.853341
word: bowet	start: 1736666414.853361	end: 1736666415.394240
word: peghs	start: 1736666415.394261	end: 1736666415.930574
word: tweep	start: 1736666415.930596	end: 1736666416.252623
word: edile	start: 1736666416.252645	end: 1736666416.542347
word: jaxie	start: 1736666416.542369	end: 1736666417.089123
word: grype	start: 1736666417.089145	end: 1736666417.637559
word: baiza	start: 1736666417.637583	end: 1736666417.945249
word: pioye	start: 1736666417.945305	end: 1736666418.482590
word: yests	start: 1736666418.482613	end: 1736666418.784845
word: dreys	start: 1736666418.784868	end: 1736666419.332803
word: titup	start: 1736666419.332828	end: 1736666419.623224
word: zhomo	start: 1736666419.623248	end: 1736666419.931131
word: ewked	start: 1736666419.931158	end: 1736666420.230038
word: kalif	start: 1736666420.230061	end: 1736666420.786569
word: unsay	start: 1736666420.786590	end: 1736666421.316357
word: pands	start: 1736666421.316384	end: 1736666421.859949
word: jarta	start: 1736666421.859971	end: 1736666422.165785
word: clous	start: 1736666422.165811	end: 1736666422.697258
word: wifty	start: 1736666422.697283	end: 1736666423.244519
word: amene	start: 1736666423.244541	end: 1736666423.547017
word: appuy	start: 1736666423.547038	end: 1736666423.854009
word: roofy	start: 1736666423.854033	end: 1736666424.152912
word: paska	start: 1736666424.152933	end: 1736666424.452725
word: miffs	start: 1736666424.452759	end: 1736666424.751320
word: farcy	start: 1736666424.751345	end: 1736666425.296496
word: dowar	start: 1736666425.296540	end: 1736666425.841339
word: isled	start: 1736666425.841360	end: 1736666426.369089
word: arbas	start: 1736666426.369113	end: 1736666426.658002
word: bumfs	start: 1736666426.658027	end: 1736666427.203433
word: nerks	start: 1736666427.203455	end: 1736666427.737776
word: sizar	start: 1736666427.737814	end: 1736666428.275616
word: aguti	start: 1736666428.275638	end: 1736666428.819848
word: axite	start: 1736666428.819870	end: 1736666429.363022
word: kyang	start: 1736666429.363050	end: 1736666429.906202
word: orgic	start: 1736666429.906224	end: 1736666430.468252
word: busti	start: 1736666430.468274	end: 1736666431.027977
word: endew	start: 1736666431.027998	end: 1736666431.342520
word: ankus	start: 1736666431.342581	end: 1736666431.902499
word: skugs	start: 1736666431.902520	end: 1736666432.207373
word: gaurs	start: 1736666432.207395	end: 1736666432.768789
word: napes	start: 1736666432.768817	end: 1736666433.341498
word: sused	start: 1736666433.341520	end: 1736666433.644888
word: blams	start: 1736666433.644928	end: 1736666434.211925
word: firns	start: 1736666434.211961	end: 1736666434.772246
word: feart	start: 1736666434.772268	end: 1736666435.331484
word: arnas	start: 1736666435.331509	end: 1736666435.630212
word: farls	start: 1736666435.630238	end: 1736666436.199159
word: orzos	start: 1736666436.199180	end: 1736666436.496801
word: naans	start: 1736666436.496825	end: 1736666436.666527
word: piums	start: 1736666436.666552	end: 1736666437.231773
word: mured	start: 1736666437.231801	end: 1736666437.792049
word: baffs	start: 1736666437.792071	end: 1736666438.103526
word: busky	start: 1736666438.103554	end: 1736666438.666197
word: skegs	start: 1736666438.666237	end: 1736666438.977338
word: skers	start: 1736666438.977358	end: 1736666439.276683
word: tendu	start: 1736666439.276705	end: 1736666439.848078
word: bilgy	start: 1736666439.848100	end: 1736666440.436740
word: acais	start: 1736666440.436755	end: 1736666440.732205
word: waled	start: 1736666440.732226	end: 1736666441.304879
word: farer	start: 1736666441.304901	end: 1736666441.622101
word: ovels	start: 1736666441.622123	end: 1736666442.184760
word: raxed	start: 1736666442.184784	end: 1736666442.759132
word: roopy	start: 1736666442.759154	end: 1736666443.071902
word: tegus	start: 1736666443.071922	end: 1736666443.638712
word: kangs	start: 1736666443.638734	end: 1736666444.199661
word: ploat	start: 1736666444.199683	end: 1736666444.755620
word: braws	start: 1736666444.755644	end: 1736666445.316097
word: douks	start: 1736666445.316116	end: 1736666445.875721
word: swerf	start: 1736666445.875744	end: 1736666446.444858
word: fusts	start: 1736666446.444890	end: 1736666446.752227
word: umble	start: 1736666446.752249	end: 1736666447.305721
word: nolls	start: 1736666447.305743	end: 1736666447.613989
word: suety	start: 1736666447.614011	end: 1736666448.180440
word: renig	start: 1736666448.180464	end: 1736666448.746874
word: zebec	start: 1736666448.746896	end: 1736666449.066122
word: mahwa	start: 1736666449.066146	end: 1736666449.392502
word: yills	start: 1736666449.392526	end: 1736666449.710034
word: tupik	start: 1736666449.710057	end: 1736666450.272907
word: fanga	start: 1736666450.272929	end: 1736666450.600081
word: kyack	start: 1736666450.600108	end: 1736666450.901178
word: gares	start: 1736666450.901210	end: 1736666451.459255
word: refis	start: 1736666451.459277	end: 1736666452.020119
word: elchi	start: 1736666452.020141	end: 1736666452.575078
word: filos	start: 1736666452.575102	end: 1736666453.122607
word: aiery	start: 1736666453.122631	end: 1736666453.690726
word: roins	start: 1736666453.690749	end: 1736666454.241948
word: curat	start: 1736666454.241969	end: 1736666454.792038
word: radge	start: 1736666454.792063	end: 1736666455.360145
word: turfy	start: 1736666455.360167	end: 1736666455.918604
word: tewel	start: 1736666455.918627	end: 1736666456.239739
word: ciels	start: 1736666456.239763	end: 1736666456.794922
word: gibes	start: 1736666456.794943	end: 1736666457.348230
word: mucid	start: 1736666457.348253	end: 1736666457.919062
word: fraim	start: 1736666457.919085	end: 1736666458.461768
word: pelau	start: 1736666458.461789	end: 1736666459.015069
word: queme	start: 1736666459.015095	end: 1736666459.338368
word: fyked	start: 1736666459.338390	end: 1736666459.907277
word: satai	start: 1736666459.907303	end: 1736666460.221033
word: ilial	start: 1736666460.221054	end: 1736666460.385385
word: emyde	start: 1736666460.385404	end: 1736666460.696842
word: wauff	start: 1736666460.696863	end: 1736666461.020117
word: hamba	start: 1736666461.020138	end: 1736666461.334785
word: haets	start: 1736666461.334811	end: 1736666461.896425
word: cogon	start: 1736666461.896457	end: 1736666462.217532
word: geals	start: 1736666462.217555	end: 1736666462.765314
word: ficin	start: 1736666462.765334	end: 1736666463.073513
word: skeos	start: 1736666463.073535	end: 1736666463.368528
word: gasts	start: 1736666463.368553	end: 1736666463.686985
word: gulas	start: 1736666463.687006	end: 1736666464.230884
word: symar	start: 1736666464.230906	end: 1736666464.781324
word: reeky	start: 1736666464.781346	end: 1736666465.105683
word: pooed	start: 1736666465.105701	end: 1736666465.413864
word: gawsy	start: 1736666465.413887	end: 1736666465.974573
word: bhuts	start: 1736666465.974590	end: 1736666466.538958
word: gouch	start: 1736666466.538979	end: 1736666467.096577
word: vilde	start: 1736666467.096599	end: 1736666467.647760
word: ryots	start: 1736666467.647779	end: 1736666468.200282
word: spail	start: 1736666468.200305	end: 1736666468.744546
word: sexts	start: 1736666468.744566	end: 1736666469.047988
word: urare	start: 1736666469.048010	end: 1736666469.364290
word: yakow	start: 1736666469.364320	end: 1736666469.929877
word: zoeal	start: 1736666469.929906	end: 1736666470.482576
word: sexer	start: 1736666470.482597	end: 1736666470.798417
word: dorts	start: 1736666470.798440	end: 1736666471.352368
word: emure	start: 1736666471.352390	end: 1736666471.646935
word: exeme	start: 1736666471.646962	end: 1736666471.821197
word: uneth	start: 1736666471.821219	end: 1736666472.389684
word: tuism	start: 1736666472.389706	end: 1736666472.950869
word: unlet	start: 1736666472.950895	end: 1736666473.518394
word: yechy	start: 1736666473.518419	end: 1736666473.823649
word: dowle	start: 1736666473.823673	end: 1736666474.383409
word: abear	start: 1736666474.383429	end: 1736666474.680461
word: arret	start: 1736666474.680484	end: 1736666474.994906
word: foehn	start: 1736666474.994929	end: 1736666475.560082
word: meshy	start: 1736666475.560103	end: 1736666476.126328
word: nache	start: 1736666476.126349	end: 1736666476.703065
word: vaxes	start: 1736666476.703088	end: 1736666477.274834
word: amole	start: 1736666477.274854	end: 1736666477.829578
word: gavot	start: 1736666477.829599	end: 1736666478.406684
word: hoing	start: 1736666478.406706	end: 1736666478.969139
word: spyre	start: 1736666478.969160	end: 1736666479.525370
word: pluot	start: 1736666479.525394	end: 1736666480.092120
word: asway	start: 1736666480.092145	end: 1736666480.395122
word: scrag	start: 1736666480.395155	end: 1736666480.947596
word: ohing	start: 1736666480.947622	end: 1736666481.519615
word: turme	start: 1736666481.519637	end: 1736666482.076179
word: feoff	start: 1736666482.076201	end: 1736666482.251235
word: doggo	start: 1736666482.251260	end: 1736666482.436738
word: speil	start: 1736666482.436762	end: 1736666482.994126
word: lapje	start: 1736666482.994148	end: 1736666483.567321
word: karzy	start: 1736666483.567345	end: 1736666484.148421
word: pacta	start: 1736666484.148443	end: 1736666484.461123
word: plash	start: 1736666484.461148	end: 1736666485.010276
word: shmoe	start: 1736666485.010306	end: 1736666485.568343
word: zoaea	start: 1736666485.568367	end: 1736666485.882810
word: ootid	start: 1736666485.882833	end: 1736666486.180400
word: pelta	start: 1736666486.180424	end: 1736666486.736134
word: vangs	start: 1736666486.736155	end: 1736666487.311410
word: whiss	start: 1736666487.311435	end: 1736666487.627823
word: favus	start: 1736666487.627843	end: 1736666488.197946
word: dobla	start: 1736666488.197969	end: 1736666488.759876
word: tabis	start: 1736666488.759898	end: 1736666489.314716
word: eiked	start: 1736666489.314739	end: 1736666489.619204
word: azine	start: 1736666489.619225	end: 1736666490.189381
word: calpa	start: 1736666490.189403	end: 1736666490.504219
word: twiny	start: 1736666490.504241	end: 1736666491.072940
word: labda	start: 1736666491.072967	end: 1736666491.386973
word: tozie	start: 1736666491.386998	end: 1736666491.946733
word: wries	start: 1736666491.946755	end: 1736666492.491182
word: rehem	start: 1736666492.491204	end: 1736666492.802846
word: vozhd	start: 1736666492.802869	end: 1736666493.382987
word: naffs	start: 1736666493.383011	end: 1736666493.697604
word: grame	start: 1736666493.697626	end: 1736666494.253496
word: towie	start: 1736666494.253556	end: 1736666494.821582
word: demoi	start: 1736666494.821603	end: 1736666495.378870
word: impot	start: 1736666495.378903	end: 1736666495.936806
word: skyed	start: 1736666495.936827	end: 1736666496.504162
word: jiber	start: 1736666496.504184	end: 1736666497.064979
word: chaws	start: 1736666497.065000	end: 1736666497.635856
word: goura	start: 1736666497.635876	end: 1736666498.187608
word: clapt	start: 1736666498.187630	end: 1736666498.747422
word: whilk	start: 1736666498.747446	end: 1736666499.322333
word: abcee	start: 1736666499.322355	end: 1736666499.639318
word: milor	start: 1736666499.639341	end: 1736666500.194427
word: gived	start: 1736666500.194451	end: 1736666500.772802
word: primy	start: 1736666500.772824	end: 1736666501.333245
word: prows	start: 1736666501.333267	end: 1736666501.891572
word: takhi	start: 1736666501.891596	end: 1736666502.458530
word: racon	start: 1736666502.458555	end: 1736666503.019088
word: potae	start: 1736666503.019109	end: 1736666503.580814
word: shoat	start: 1736666503.580838	end: 1736666504.125780
word: veily	start: 1736666504.125802	end: 1736666504.692936
word: oonts	start: 1736666504.692959	end: 1736666505.000099
word: poyou	start: 1736666505.000122	end: 1736666505.309861
word: clows	start: 1736666505.309882	end: 1736666505.868063
word: poovy	start: 1736666505.868086	end: 1736666506.189792
word: xysti	start: 1736666506.189816	end: 1736666506.754036
word: torot	start: 1736666506.754058	end: 1736666506.921872
word: bydes	start: 1736666506.921897	end: 1736666507.484403
word: waffs	start: 1736666507.484430	end: 1736666507.810885
word: naifs	start: 1736666507.810910	end: 1736666508.376547
word: patka	start: 1736666508.376569	end: 1736666508.689174
word: serrs	start: 1736666508.689196	end: 1736666508.854153
word: samel	start: 1736666508.854174	end: 1736666509.404235
word: tryer	start: 1736666509.404257	end: 1736666509.700631
word: tacet	start: 1736666509.700654	end: 1736666509.994437
word: louns	start: 1736666509.994460	end: 1736666510.524367
word: rumly	start: 1736666510.524388	end: 1736666511.071071
word: bonks	start: 1736666511.071095	end: 1736666511.609049
word: premy	start: 1736666511.609073	end: 1736666512.146820
word: sabed	start: 1736666512.146843	end: 1736666512.695727
word: pikau	start: 1736666512.695761	end: 1736666513.234243
word: jeely	start: 1736666513.234259	end: 1736666513.534495
word: cruor	start: 1736666513.534514	end: 1736666513.827223
word: iodic	start: 1736666513.827243	end: 1736666514.125853
word: wuses	start: 1736666514.125875	end: 1736666514.424044
word: cunit	start: 1736666514.424064	end: 1736666514.962082
word: spued	start: 1736666514.962112	end: 1736666515.507673
word: tepoy	start: 1736666515.507696	end: 1736666516.049264
word: bigos	start: 1736666516.049285	end: 1736666516.583139
word: yexes	start: 1736666516.583160	end: 1736666516.917006
word: mezes	start: 1736666516.917031	end: 1736666517.218852
word: dashy	start: 1736666517.218882	end: 1736666517.760535
word: miens	start: 1736666517.760558	end: 1736666518.301444
word: osmic	start: 1736666518.301470	end: 1736666518.825239
word: piets	start: 1736666518.825260	end: 1736666519.358884
word: jasps	start: 1736666519.358905	end: 1736666519.660705
word: staps	start: 1736666519.660726	end: 1736666519.955437
word: boxty	start: 1736666519.955459	end: 1736666520.502565
word: morns	start: 1736666520.502586	end: 1736666521.031844
word: owled	start: 1736666521.031866	end: 1736666521.572694
word: slipt	start: 1736666521.572715	end: 1736666522.112503
word: sycee	start: 1736666522.112538	end: 1736666522.416357
word: thens	start: 1736666522.416380	end: 1736666522.957401
word: jilts	start: 1736666522.957425	end: 1736666523.491086
word: peize	start: 1736666523.491107	end: 1736666523.791031
word: wakas	start: 1736666523.791054	end: 1736666524.099911
word: nurls	start: 1736666524.099934	end: 1736666524.626362
word: dreks	start: 1736666524.626383	end: 1736666525.166787
word: scuzz	start: 1736666525.166812	end: 1736666525.483462
word: enlit	start: 1736666525.483485	end: 1736666526.024377
word: hayey	start: 1736666526.024398	end: 1736666526.332350
word: qadis	start: 1736666526.332373	end: 1736666526.899050
word: vapes	start: 1736666526.899069	end: 1736666527.461983
word: demit	start: 1736666527.462016	end: 1736666528.022277
word: oohed	start: 1736666528.022302	end: 1736666528.320909
word: alcid	start: 1736666528.320933	end: 1736666528.869915
word: jarks	start: 1736666528.869937	end: 1736666529.410860
word: menad	start: 1736666529.410882	end: 1736666529.961735
word: cauks	start: 1736666529.961756	end: 1736666530.501253
word: gombo	start: 1736666530.501280	end: 1736666530.799496
word: kades	start: 1736666530.799519	end: 1736666531.348286
word: quena	start: 1736666531.348316	end: 1736666531.884072
word: steys	start: 1736666531.884097	end: 1736666532.174329
word: abohm	start: 1736666532.174350	end: 1736666532.703218
word: tokos	start: 1736666532.703240	end: 1736666533.003366
word: wanle	start: 1736666533.003389	end: 1736666533.545454
word: shwas	start: 1736666533.545489	end: 1736666533.836553
word: jelab	start: 1736666533.836574	end: 1736666534.380828
word: matlo	start: 1736666534.380855	end: 1736666534.918849
word: kamme	start: 1736666534.918871	end: 1736666535.220392
word: sepic	start: 1736666535.220413	end: 1736666535.755826
word: lases	start: 1736666535.755847	end: 1736666536.068047
word: escar	start: 1736666536.068068	end: 1736666536.594832
word: miaou	start: 1736666536.594853	end: 1736666537.124638
word: whams	start: 1736666537.124660	end: 1736666537.662457
word: yeses	start: 1736666537.662483	end: 1736666537.831891
word: grese	start: 1736666537.831911	end: 1736666538.125973
word: jibbs	start: 1736666538.125994	end: 1736666538.423838
word: immix	start: 1736666538.423859	end: 1736666538.585516
word: jaups	start: 1736666538.585541	end: 1736666539.139684
word: rosit	start: 1736666539.139707	end: 1736666539.673975
word: dorse	start: 1736666539.674000	end: 1736666540.199872
word: tomia	start: 1736666540.199902	end: 1736666540.738874
word: spiks	start: 1736666540.738898	end: 1736666541.031302
word: soyas	start: 1736666541.031340	end: 1736666541.318915
word: uraei	start: 1736666541.318936	end: 1736666541.856151
word: flaks	start: 1736666541.856175	end: 1736666542.387174
word: veeps	start: 1736666542.387196	end: 1736666542.687105
word: calks	start: 1736666542.687126	end: 1736666543.235774
word: felid	start: 1736666543.235805	end: 1736666543.776805
word: slurb	start: 1736666543.776828	end: 1736666544.306647
word: gobis	start: 1736666544.306669	end: 1736666544.848722
word: awner	start: 1736666544.848747	end: 1736666545.390332
word: thawy	start: 1736666545.390353	end: 1736666545.931589
word: paspy	start: 1736666545.931610	end: 1736666546.230327
word: kists	start: 1736666546.230351	end: 1736666546.530446
word: jorum	start: 1736666546.530469	end: 1736666547.073723
word: ramet	start: 1736666547.073745	end: 1736666547.614823
word: unsee	start: 1736666547.614845	end: 1736666547.923668
word: figos	start: 1736666547.923692	end: 1736666548.456606
word: woons	start: 1736666548.456629	end: 1736666548.751301
word: hajes	start: 1736666548.751332	end: 1736666549.288701
word: lumas	start: 1736666549.288723	end: 1736666549.822903
word: vezir	start: 1736666549.822925	end: 1736666550.368995
word: ovolo	start: 1736666550.369018	end: 1736666550.539093
word: fleek	start: 1736666550.539134	end: 1736666550.842190
word: alaap	start: 1736666550.842212	end: 1736666551.018663
word: dadah	start: 1736666551.018688	end: 1736666551.182582
word: spags	start: 1736666551.182602	end: 1736666551.469286
word: amnic	start: 1736666551.469310	end: 1736666552.005779
word: keema	start: 1736666552.005801	end: 1736666552.310193
word: feaze	start: 1736666552.310215	end: 1736666552.613863
word: poufs	start: 1736666552.613888	end: 1736666553.145775
word: tavah	start: 1736666553.145798	end: 1736666553.448007
word: afrit	start: 1736666553.448028	end: 1736666553.990947
word: sdein	start: 1736666553.990967	end: 1736666554.519133
word: omrah	start: 1736666554.519155	end: 1736666555.043435
word: saser	start: 1736666555.043456	end: 1736666555.342700
word: potin	start: 1736666555.342724	end: 1736666555.875036
word: newie	start: 1736666555.875092	end: 1736666556.175953
word: naker	start: 1736666556.175974	end: 1736666556.725701
word: vughy	start: 1736666556.725722	end: 1736666557.275113
word: biffs	start: 1736666557.275135	end: 1736666557.572174
word: pogey	start: 1736666557.572194	end: 1736666558.123389
word: wilis	start: 1736666558.123411	end: 1736666558.416625
word: nitre	start: 1736666558.416650	end: 1736666558.948539
word: sewen	start: 1736666558.948561	end: 1736666559.257560
word: basan	start: 1736666559.257584	end: 1736666559.557389
word: muled	start: 1736666559.557410	end: 1736666560.096218
word: nyaff	start: 1736666560.096245	end: 1736666560.402015
word: zuzim	start: 1736666560.402037	end: 1736666560.702266
word: snowk	start: 1736666560.702288	end: 1736666561.240557
word: gadje	start: 1736666561.240578	end: 1736666561.786689
word: vuggs	start: 1736666561.786710	end: 1736666562.102587
word: muras	start: 1736666562.102610	end: 1736666562.633887
word: chark	start: 1736666562.633909	end: 1736666563.174711
word: whipt	start: 1736666563.174733	end: 1736666563.729709
word: mamey	start: 1736666563.729734	end: 1736666564.024812
word: jagir	start: 1736666564.024836	end: 1736666564.571427
word: suhur	start: 1736666564.571451	end: 1736666564.868074
word: bhais	start: 1736666564.868096	end: 1736666565.413368
word: brusk	start: 1736666565.413391	end: 1736666565.957490
word: mawks	start: 1736666565.957515	end: 1736666566.512111
word: zooks	start: 1736666566.512132	end: 1736666566.811968
word: staig	start: 1736666566.811989	end: 1736666567.351117
word: jouks	start: 1736666567.351142	end: 1736666567.891131
word: meves	start: 1736666567.891153	end: 1736666568.200071
word: lound	start: 1736666568.200095	end: 1736666568.743233
word: deevs	start: 1736666568.743255	end: 1736666569.046360
word: biccy	start: 1736666569.046382	end: 1736666569.352045
word: suete	start: 1736666569.352067	end: 1736666569.663968
word: lassy	start: 1736666569.663989	end: 1736666569.966800
word: pizes	start: 1736666569.966824	end: 1736666570.509363
word: fetor	start: 1736666570.509386	end: 1736666571.041322
word: becap	start: 1736666571.041346	end: 1736666571.587083
word: zigan	start: 1736666571.587104	end: 1736666572.128935
word: atoks	start: 1736666572.128958	end: 1736666572.657870
word: hadal	start: 1736666572.657891	end: 1736666572.966941
word: lemed	start: 1736666572.966966	end: 1736666573.265469
word: minae	start: 1736666573.265492	end: 1736666573.800659
